RANK_ID;PLAYER;TEAM;AGE;GP;W;L;MIN;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS
155;Brandin Podziemski;GSW;21;10;8;2;25.5;119.8;104.7;15.1;16.9;2.27;23.8;4.0;13.6;8.6;10.5;43.3;43.8;17.6;99.95;6.4;530
156;Gary Trent Jr.;MIL;25;10;4;6;25.5;112.1;121.0;-8.9;5.0;1.43;10.6;0.0;6.1;3.1;7.4;39.4;44.7;14.1;101.18;2.0;537
157;Royce O'Neale;PHX;31;12;9;3;25.4;113.6;104.3;9.2;14.4;2.64;20.4;5.6;17.5;11.6;7.7;54.7;57.0;15.6;101.59;10.5;642
158;Andre Drummond;PHI;31;10;2;8;25.4;98.3;117.3;-19.1;3.4;0.25;4.5;12.3;28.3;19.5;17.9;50.7;52.4;17.9;98.08;9.5;516
159;Alexandre Sarr;WAS;19;10;2;8;25.3;100.0;119.1;-19.1;13.2;2.00;15.1;6.0;15.2;10.5;7.5;38.2;42.2;20.2;105.52;6.5;555
160;Jordan Clarkson;UTA;32;9;2;7;25.3;100.2;118.0;-17.8;28.9;2.06;19.6;2.8;12.1;7.3;9.5;47.8;52.3;25.6;100.81;11.3;478
161;Amen Thompson;HOU;21;12;8;4;25.3;110.3;103.6;6.8;11.1;1.26;15.7;6.7;16.1;11.4;12.4;55.1;60.2;17.0;101.36;12.1;638
162;Tre Mann;CHA;23;10;4;6;25.1;105.5;113.3;-7.7;23.7;1.74;17.8;3.3;7.8;5.5;10.3;52.0;55.4;24.9;100.49;11.1;523
163;Malik Monk;SAC;26;10;6;4;25.0;114.9;108.3;6.6;16.1;3.50;18.5;0.0;11.5;5.8;5.3;50.0;54.6;20.2;103.10;10.6;536
164;Cason Wallace;OKC;21;12;10;2;25.0;111.3;97.5;13.8;7.8;2.57;16.2;2.7;8.5;5.7;6.3;45.3;46.3;12.8;103.41;6.2;645
165;Naz Reid;MIN;25;12;6;6;25.0;113.7;108.0;5.7;10.6;1.54;12.0;2.6;18.9;10.7;7.8;65.2;68.7;20.6;101.24;14.0;628
166;Jalen Duren;DET;20;11;4;7;25.0;107.9;113.6;-5.7;17.6;1.50;29.2;13.6;25.4;19.6;19.5;82.2;78.2;12.6;97.97;12.6;555
167;Tristan da Silva;ORL;23;9;5;4;25.0;111.5;103.9;7.6;10.3;3.40;19.1;3.7;12.3;7.7;5.6;45.3;47.4;13.7;98.20;6.0;459
168;Deni Avdija;POR;23;13;5;8;24.9;107.5;113.1;-5.7;17.2;1.50;20.2;4.2;16.7;10.3;13.5;39.3;48.0;19.7;99.93;8.8;671
169;Taylor Hendricks;UTA;20;3;0;3;24.8;95.7;109.2;-13.5;4.0;1.00;8.3;5.4;11.5;8.3;8.3;30.6;35.4;11.3;105.00;3.6;163
170;Nic Claxton;BKN;25;11;4;7;24.8;114.3;108.6;5.7;15.2;2.55;24.6;8.2;23.6;15.9;9.6;65.1;63.1;13.8;96.55;12.6;544
171;Anthony Black;ORL;20;13;7;6;24.6;105.7;103.1;2.6;25.6;2.08;29.8;3.3;8.7;6.0;14.4;46.1;50.6;16.7;100.75;7.9;669
172;Russell Westbrook;DEN;36;10;7;3;24.6;99.3;112.1;-12.9;34.6;2.16;27.3;3.7;11.7;7.7;12.6;40.6;47.6;23.2;105.83;9.0;540
173;Buddy Hield;GSW;31;11;9;2;24.5;114.9;106.1;8.9;12.8;2.33;12.1;2.3;12.3;7.2;5.2;64.5;65.9;22.9;99.66;15.6;562
174;Haywood Highsmith;MIA;27;8;3;5;24.5;108.4;109.1;-0.7;4.3;2.00;11.1;2.9;9.9;6.4;5.6;66.7;67.3;10.3;99.61;8.1;407
175;Ben Simmons;BKN;28;8;4;4;24.5;106.0;111.3;-5.3;43.5;2.19;47.1;4.2;21.3;12.6;21.5;62.2;63.2;14.3;99.17;11.5;403
176;Cody Martin;CHA;29;11;4;7;24.5;106.9;106.3;0.6;12.2;1.91;17.6;3.4;12.5;8.1;9.2;59.9;62.0;14.8;101.39;10.8;566
177;Bobby Portis;MIL;29;11;3;8;24.4;103.0;116.2;-13.2;5.3;0.53;4.9;8.5;22.7;15.7;9.2;48.9;50.4;24.7;99.54;11.7;560
178;Jonathan Kuminga;GSW;22;11;9;2;24.3;115.4;108.1;7.4;10.5;1.06;10.4;5.0;11.6;8.4;9.9;53.7;56.6;24.9;102.43;10.7;570
179;Kyle Lowry;PHI;38;11;2;9;24.3;102.0;113.9;-11.9;22.7;4.00;35.1;2.0;9.0;5.2;8.8;55.5;60.0;11.8;99.58;8.4;554
180;Nickeil Alexander-Walker;MIN;26;12;6;6;24.2;114.2;102.4;11.7;15.2;1.78;24.8;2.4;8.3;5.4;14.0;65.1;66.3;14.0;100.98;9.8;607
181;Jusuf Nurki?;PHX;30;11;8;3;24.1;108.7;111.3;-2.6;6.9;0.41;9.2;7.7;32.5;20.7;22.5;47.5;53.0;20.8;101.50;9.3;564
182;Naji Marshall;DAL;26;12;5;7;24.0;115.2;107.8;7.4;15.1;2.54;24.6;4.7;10.4;7.7;9.7;54.2;57.8;14.9;101.95;9.6;610
183;Jaime Jaquez Jr.;MIA;23;7;4;3;23.8;106.7;107.0;-0.4;14.8;1.23;16.5;8.7;17.3;13.2;13.4;48.4;50.3;20.8;98.96;9.5;345
184;Caris LeVert;CLE;30;11;11;0;23.6;127.3;103.4;23.9;22.1;4.80;30.8;2.5;8.8;6.0;6.4;63.6;65.3;17.7;102.52;12.5;556
185;Stephon Castle;SAS;20;12;6;6;23.6;107.8;106.3;1.5;19.5;2.40;22.1;2.5;7.8;5.3;9.2;42.5;46.3;19.2;99.71;6.4;588
186;Mike Conley;MIN;37;11;6;5;23.5;112.7;110.3;2.4;28.4;3.71;34.2;3.2;9.4;6.4;9.2;41.9;46.8;16.4;99.34;8.3;536
187;Amir Coffey;LAC;27;12;6;6;23.5;109.0;105.4;3.5;5.7;1.83;10.8;2.2;6.8;4.5;5.9;63.0;65.4;13.8;99.74;8.0;581
188;Onyeka Okongwu;ATL;23;10;4;6;23.5;113.5;116.6;-3.1;12.5;2.71;16.4;9.2;14.8;12.0;6.0;59.0;63.5;16.5;104.78;11.6;512
189;Peyton Watson;DEN;22;10;7;3;23.3;113.2;114.8;-1.6;5.8;1.67;10.2;4.5;8.1;6.3;6.1;47.2;51.8;15.1;104.88;5.3;508
190;Josh Green;CHA;23;9;3;6;23.1;103.9;124.4;-20.4;6.5;1.43;17.9;1.8;5.4;3.4;12.5;51.4;52.3;9.3;99.46;1.2;431
191;Garrison Mathews;ATL;28;11;4;7;22.9;109.1;116.9;-7.8;10.6;2.71;17.9;1.1;4.7;2.9;6.6;65.3;69.2;13.7;104.12;7.6;550
192;Tari Eason;HOU;23;12;8;4;22.9;118.3;103.8;14.5;7.8;1.25;10.3;8.4;14.4;11.3;8.2;60.4;61.4;18.7;101.68;13.8;580
193;Terance Mann;LAC;28;12;6;6;22.8;108.7;117.1;-8.4;10.7;2.63;20.8;5.8;12.3;8.8;7.9;44.6;48.2;12.1;98.72;5.0;562
194;Aaron Nesmith;IND;25;6;2;4;22.7;116.8;117.1;-0.3;5.7;1.20;11.3;3.5;14.0;9.4;9.4;61.1;65.9;15.4;99.90;6.9;280
195;Yves Missi;NOP;20;12;3;9;22.7;106.0;122.5;-16.4;10.6;2.71;19.6;11.5;16.2;13.8;7.2;55.7;58.4;12.0;98.55;10.1;562
196;Javonte Green;NOP;31;12;3;9;22.7;106.3;114.9;-8.7;5.0;2.50;13.9;3.0;11.6;7.0;5.6;47.2;51.6;9.3;100.79;6.3;573
197;Devin Vassell;SAS;24;3;2;1;22.6;104.1;128.1;-24.0;23.1;1.29;15.8;1.5;5.7;3.7;12.3;54.2;61.2;30.2;103.78;10.7;147
198;Immanuel Quickley;TOR;25;3;0;3;22.5;103.6;124.3;-20.7;33.3;3.00;19.4;1.3;7.5;4.1;6.5;45.2;50.0;29.8;99.48;10.4;140
199;Dereck Lively II;DAL;20;8;4;4;22.4;112.4;102.7;9.7;13.5;1.89;21.8;12.0;18.8;15.4;11.5;71.4;70.0;14.3;99.64;13.2;372
200;Kris Dunn;LAC;30;12;6;6;22.4;110.6;100.4;10.2;19.3;3.45;33.0;3.6;12.4;8.2;9.6;66.7;65.4;12.0;99.53;9.8;558
201;Clint Capela;ATL;30;12;5;7;22.2;110.4;114.4;-4.0;6.8;1.08;10.4;10.9;20.2;15.3;9.6;65.9;67.4;16.4;105.22;12.9;586
202;Guerschon Yabusele;PHI;28;11;2;9;22.0;108.9;111.2;-2.3;14.4;1.31;16.9;7.5;16.9;11.9;12.9;59.3;60.2;18.5;97.79;9.7;496
203;Dean Wade;CLE;27;11;11;0;22.0;114.8;103.8;10.9;9.4;9.50;24.4;3.2;16.3;10.1;2.6;55.6;53.9;10.3;103.27;7.5;521
204;Isaiah Stewart;DET;23;13;5;8;21.9;109.2;106.4;2.9;12.6;1.86;25.0;12.5;18.1;15.4;13.5;58.0;63.6;11.3;100.62;10.3;595
205;Isaiah Joe;OKC;25;12;10;2;21.9;117.1;102.0;15.2;8.7;6.00;15.4;3.6;10.0;6.7;2.6;55.3;56.1;15.5;103.19;7.7;566
206;Jalen Wilson;BKN;24;12;5;7;21.8;114.6;111.0;3.6;13.5;2.17;20.3;5.0;11.3;8.0;9.4;49.4;55.9;16.2;99.56;7.6;542
207;Aaron Wiggins;OKC;25;12;10;2;21.7;116.2;100.2;16.0;14.1;3.00;19.3;5.9;11.1;8.6;6.4;57.4;58.5;18.3;101.36;11.8;550
208;Cody Williams;UTA;19;11;3;8;21.5;98.8;118.0;-19.2;10.0;1.60;18.4;2.3;8.8;5.5;11.5;31.3;33.9;12.4;101.13;2.3;502
209;Keon Ellis;SAC;24;11;7;4;21.5;112.4;101.6;10.8;5.1;0.90;13.0;3.9;4.3;4.1;14.5;60.9;64.4;11.0;99.65;5.7;482
210;Cam Reddish;LAL;25;6;3;3;21.4;118.4;118.8;-0.4;5.0;1.67;17.2;3.5;12.1;8.3;10.3;85.3;80.4;8.2;99.79;7.7;267
211;Julian Strawther;DEN;22;10;7;3;21.4;102.5;113.4;-10.9;11.5;1.25;14.0;2.2;6.7;4.4;11.2;55.5;58.1;17.2;105.98;5.9;474
212;Ziaire Williams;BKN;23;12;5;7;21.1;109.4;113.5;-4.1;7.5;1.00;9.4;5.4;17.9;11.3;9.4;53.2;56.6;19.8;97.18;9.3;509
213;Daniel Gafford;DAL;26;12;5;7;20.9;111.0;114.1;-3.1;8.6;1.56;11.5;12.0;14.7;13.4;7.4;71.3;71.9;17.9;102.61;12.8;536
214;Luke Kennard;MEM;28;4;3;1;20.9;128.9;110.0;18.9;27.4;5.00;42.6;1.2;9.4;5.3;8.5;67.4;67.0;12.9;103.38;10.5;180
215;Sam Hauser;BOS;26;10;7;3;20.9;120.0;108.0;12.0;8.1;3.00;13.6;3.9;13.5;8.6;4.5;51.4;51.4;15.7;97.90;8.1;425
216;Grayson Allen;PHX;29;9;8;1;20.8;109.1;107.1;2.0;7.3;1.13;9.4;2.5;6.9;4.7;8.3;47.9;51.8;19.3;101.22;6.4;396
217;Jonas Valan?i?nas;WAS;32;10;2;8;20.7;108.7;123.8;-15.1;19.2;1.47;17.6;12.4;25.2;19.0;12.0;58.5;63.9;22.9;103.62;16.7;448
218;Obi Toppin;IND;26;10;4;6;20.6;107.4;123.7;-16.3;10.7;2.00;17.4;4.7;10.0;7.3;8.7;58.1;61.3;14.8;104.04;8.6;448
219;Zach Edey;MEM;22;12;7;5;20.3;115.5;107.9;7.6;5.3;0.41;6.8;14.5;16.4;15.5;16.5;64.4;65.7;20.1;103.65;11.8;521
220;Marcus Smart;MEM;30;6;2;4;20.3;115.1;112.1;3.0;20.0;1.82;25.3;4.4;5.0;4.7;13.9;34.6;45.4;18.7;107.24;5.4;271
221;Isaac Okoro;CLE;23;13;13;0;20.2;123.0;112.9;10.1;8.3;6.33;22.4;4.6;7.3;6.0;3.5;61.4;62.2;10.7;101.14;5.5;552
222;De'Anthony Melton;GSW;26;6;4;2;20.2;108.3;97.4;10.9;20.5;1.70;20.0;4.6;10.4;7.5;11.8;52.8;53.9;22.3;105.54;9.1;265
223;Ben Sheppard;IND;23;11;5;6;19.7;113.6;117.7;-4.1;6.9;3.00;17.1;2.3;7.3;4.9;5.7;59.3;59.3;11.1;101.98;4.1;463
224;Sam Merrill;CLE;28;12;12;0;19.7;119.6;105.2;14.4;9.7;3.17;20.0;0.9;7.0;4.1;6.3;56.7;58.9;13.7;101.76;5.8;500
225;Eric Gordon;PHI;35;9;2;7;19.6;111.8;109.7;2.1;9.8;1.09;16.2;1.1;3.6;2.3;14.9;48.8;55.0;14.8;98.09;4.6;363
226;Alex Caruso;OKC;30;11;9;2;19.5;105.2;97.2;8.0;15.7;3.57;27.8;3.5;9.3;6.4;7.8;37.3;39.6;12.1;103.68;5.4;464
227;Simone Fontecchio;DET;28;12;5;7;19.0;109.6;105.8;3.8;6.7;1.38;12.2;3.8;13.8;8.9;8.9;47.6;53.3;14.1;100.81;7.1;477
228;Jared McCain;PHI;20;11;2;9;18.9;109.8;116.7;-6.9;22.1;2.27;15.4;2.3;9.6;5.6;6.8;54.3;59.1;28.1;98.90;13.4;428
229;Chris Boucher;TOR;31;12;2;10;18.9;111.6;116.6;-5.0;6.1;1.29;6.8;5.2;17.6;11.0;5.3;57.7;60.0;21.6;99.66;13.0;473
230;Goga Bitadze;ORL;25;9;6;3;18.9;109.0;106.0;3.0;14.5;1.78;21.3;14.9;23.0;18.5;12.0;67.4;68.1;15.2;94.46;14.9;333
231;David Roddy;ATL;23;10;3;7;18.8;109.0;120.0;-10.9;13.3;1.58;23.8;2.2;17.9;10.4;15.0;66.3;69.8;13.3;104.77;9.9;409
232;Moritz Wagner;ORL;27;13;7;6;18.6;106.8;104.8;2.1;7.8;0.42;6.7;4.1;19.8;11.9;16.0;59.2;65.0;26.1;103.07;13.9;513
233;Duncan Robinson;MIA;30;9;3;6;18.6;112.9;102.0;10.9;11.8;2.60;13.4;1.1;9.7;5.3;5.2;51.3;51.3;21.2;99.42;7.1;349
234;John Konchar;MEM;28;6;3;3;18.5;107.6;109.5;-1.9;9.1;2.67;29.6;5.7;12.9;9.6;11.1;57.1;60.3;6.6;109.16;7.8;251
235;Alec Burks;MIA;33;5;3;2;18.3;114.7;111.8;3.0;13.8;9.00;29.0;2.1;6.1;4.1;3.2;72.5;74.2;10.3;99.10;9.5;190
236;Georges Niang;CLE;31;13;13;0;18.2;116.2;107.2;9.0;7.8;1.56;13.9;3.0;13.1;8.3;8.9;57.1;57.5;15.7;101.76;6.8;506
237;Dalton Knecht;LAL;23;11;7;4;18.2;123.7;114.9;8.8;9.2;2.33;16.1;2.2;7.5;5.1;6.9;56.9;59.1;15.4;101.89;6.9;426
238;Jeremiah Robinson-Earl;NOP;24;12;3;9;18.1;101.6;118.0;-16.4;7.3;1.00;11.6;9.7;9.5;9.6;11.6;52.5;57.8;14.5;97.73;7.7;440
239;Nikola Jovi?;MIA;21;10;4;6;18.0;104.8;109.1;-4.3;11.8;1.63;14.3;3.6;17.2;10.2;8.8;54.6;56.9;18.3;99.76;11.0;375
240;Robert Williams III;POR;27;3;1;2;17.9;120.5;122.9;-2.4;13.9;1.67;17.2;9.5;26.0;18.5;10.3;81.6;84.9;18.5;104.82;20.8;117
241;Neemias Queta;BOS;25;12;9;3;17.8;118.4;100.7;17.7;4.1;0.75;8.6;10.6;17.2;14.0;11.4;64.0;66.0;12.6;99.53;10.5;445
242;Ryan Dunn;PHX;21;11;8;3;17.8;108.8;111.4;-2.6;6.3;2.67;10.0;2.4;9.6;6.1;3.8;59.0;58.2;15.2;103.07;5.9;419
243;Gabe Vincent;LAL;28;11;7;4;17.7;116.0;119.7;-3.7;3.4;0.71;8.2;1.0;3.8;2.3;11.5;32.3;32.7;11.9;100.44;-1.1;407
244;Jaylen Nowell;NOP;25;5;0;5;17.6;98.3;109.1;-10.8;17.0;2.25;16.4;3.0;7.1;4.8;7.3;46.2;47.5;21.2;96.76;8.3;180
245;Spencer Dinwiddie;DAL;31;11;5;6;17.6;109.3;105.8;3.5;13.1;2.86;26.7;0.5;5.1;2.9;9.3;41.9;45.4;12.0;102.19;3.4;409
246;Jaxson Hayes;LAL;24;10;6;4;17.5;113.4;115.4;-2.0;7.0;1.50;15.5;10.8;15.1;13.0;10.3;70.6;74.4;11.6;101.93;9.5;373
247;KJ Martin;PHI;23;9;1;8;17.5;110.4;113.9;-3.5;4.5;5.00;13.2;2.6;13.3;7.8;2.6;66.7;70.1;8.8;99.39;6.7;327
248;Nicolas Batum;LAC;35;12;6;6;17.5;108.6;97.3;11.3;13.8;3.67;30.6;3.6;9.7;6.9;8.3;47.6;49.3;9.8;101.71;6.8;443
249;Seth Curry;CHA;34;10;4;6;17.4;109.8;115.0;-5.2;5.4;1.75;11.5;4.6;6.7;5.6;6.6;54.2;54.8;12.1;103.02;4.5;376
250;Gary Harris;ORL;30;11;6;5;17.4;111.6;99.8;11.8;4.2;1.20;10.7;2.5;6.1;4.3;8.9;50.0;50.8;10.7;102.46;4.7;406
251;AJ Green;MIL;25;11;4;7;17.4;105.8;104.5;1.3;7.9;1.67;13.5;1.1;8.0;4.6;8.1;73.7;74.3;14.7;100.47;10.1;399
252;Pat Connaughton;MIL;31;12;4;8;17.3;108.0;107.7;0.3;13.8;2.44;24.4;2.3;11.2;6.9;10.0;42.6;46.2;13.8;99.87;5.6;438
253;Mason Plumlee;PHX;34;12;9;3;17.3;113.8;113.4;0.4;11.0;2.43;23.0;7.7;25.2;16.5;9.5;62.2;61.4;11.6;99.56;9.5;436
254;Andre Jackson Jr.;MIL;23;11;4;7;17.2;111.6;100.3;11.4;11.9;1.20;26.9;2.1;10.7;6.6;22.4;50.0;49.0;11.2;99.52;3.0;395
255;Tidjane Salaün;CHA;19;9;3;6;17.2;93.9;109.1;-15.2;8.7;1.13;15.3;4.6;18.5;11.0;13.6;32.5;32.3;13.2;101.82;3.9;328
256;Josh Richardson;MIA;31;5;2;3;17.2;103.8;112.2;-8.4;9.7;1.00;18.2;5.3;5.1;5.2;18.2;37.5;40.7;12.7;101.08;0.7;182
257;Kyle Filipowski;UTA;21;10;3;7;17.1;96.4;117.3;-20.9;17.3;1.55;20.0;4.5;22.9;13.0;12.9;66.3;63.7;16.5;100.96;10.9;362
258;T.J. McConnell;IND;32;10;5;5;17.0;107.3;118.3;-11.0;33.9;2.29;29.1;2.6;10.7;7.0;12.7;56.5;56.5;23.1;104.21;13.1;372
259;Isaiah Jackson;IND;22;5;1;4;16.8;112.5;107.1;5.4;7.9;1.00;12.5;12.6;16.8;14.9;12.5;60.9;60.0;16.4;105.29;9.5;184
260;Kyle Anderson;GSW;31;10;8;2;16.7;106.3;100.0;6.3;23.2;8.67;28.6;5.3;14.4;9.8;3.3;41.8;45.8;15.8;101.03;13.5;352
261;Luke Kornet;BOS;29;12;9;3;16.7;120.6;113.9;6.6;12.2;4.75;31.7;10.3;11.7;11.0;6.7;62.1;71.3;8.5;99.98;9.1;418
262;Larry Nance Jr.;ATL;31;7;2;5;16.6;116.3;120.6;-4.2;12.5;2.50;18.2;8.2;7.3;7.7;7.3;87.5;86.8;16.0;101.67;13.2;245
263;Trayce Jackson-Davis;GSW;24;11;9;2;16.5;117.6;108.2;9.4;18.2;3.57;26.0;7.6;18.7;13.4;7.3;68.4;67.9;16.2;103.61;13.5;393
264;Noah Clowney;BKN;20;10;4;6;16.5;109.1;115.9;-6.8;6.6;1.17;8.2;6.2;16.0;10.4;7.1;45.5;48.4;19.5;99.25;5.6;342
265;Trey Lyles;SAC;29;12;7;5;16.4;116.2;109.4;6.8;6.0;1.80;12.0;3.8;15.6;10.1;6.7;43.9;47.1;14.6;99.63;6.6;402
266;Keaton Wallace;ATL;25;10;3;7;16.3;102.9;116.3;-13.5;15.7;1.64;22.0;0.6;7.6;4.1;13.4;51.0;53.1;15.8;103.20;6.7;350
267;Ty Jerome;CLE;27;13;13;0;16.3;118.8;110.9;8.0;28.6;3.14;30.1;3.7;8.7;6.3;9.6;71.2;73.8;20.9;102.46;15.6;451
268;Moses Moody;GSW;22;11;9;2;16.1;112.6;110.1;2.5;9.1;1.10;10.9;3.1;8.8;5.9;9.9;61.0;63.1;20.8;100.92;9.8;372
269;Kevon Looney;GSW;28;10;8;2;16.1;114.0;102.9;11.1;13.1;2.29;20.0;21.4;23.2;22.2;8.8;47.9;51.5;15.1;103.53;12.5;349
270;TyTy Washington Jr.;PHX;23;1;0;1;16.0;112.5;156.3;-43.8;12.5;0.00;14.3;0.0;14.3;3.8;0.0;66.7;66.7;16.7;96.00;7.8;32
271;Maxi Kleber;DAL;32;3;1;2;16.0;122.2;112.0;10.2;7.5;0.00;27.3;0.0;11.1;5.4;0.0;50.0;50.8;7.2;99.58;3.3;99
272;Malaki Branham;SAS;21;10;5;5;16.0;102.4;115.8;-13.5;12.8;0.86;12.1;0.0;10.4;5.6;14.1;63.8;67.2;23.4;101.41;11.8;339
273;Donovan Clingan;POR;20;13;5;8;15.8;106.1;111.8;-5.7;2.1;0.25;3.9;13.7;18.3;15.9;15.8;54.6;59.8;14.1;103.49;9.2;444
274;Jamal Shead;TOR;22;12;2;10;15.8;102.5;118.7;-16.2;31.9;2.15;33.6;0.5;5.6;2.8;15.6;41.1;45.2;17.3;102.27;5.0;406
275;Delon Wright;MIL;32;9;3;6;15.8;97.0;108.8;-11.8;15.4;4.00;37.2;1.9;5.8;3.7;9.3;37.0;37.0;7.9;100.81;4.8;300
276;Quentin Grimes;DAL;24;11;5;6;15.8;114.4;104.0;10.4;6.6;2.25;15.8;2.4;13.2;8.1;7.0;56.1;57.3;11.7;102.43;6.6;367
277;Lonzo Ball;CHI;27;3;1;2;15.7;128.7;108.4;20.3;24.4;3.67;39.3;0.0;13.6;7.4;10.7;50.0;50.0;14.2;109.32;6.6;108
278;Moussa Diabate;CHA;22;11;4;7;15.7;105.4;91.5;13.9;5.1;0.75;13.0;13.1;26.8;19.8;17.4;64.3;61.9;9.4;97.90;14.2;350
279;Tre Jones;SAS;24;1;0;1;15.6;108.8;106.1;2.8;23.1;0.00;42.9;7.1;0.0;3.2;0.0;0.0;39.9;10.3;102.86;7.4;34
280;Isaiah Collier;UTA;20;4;2;2;15.6;103.0;104.7;-1.7;15.2;1.00;23.3;1.7;14.0;7.8;23.3;42.9;41.2;15.1;101.22;4.6;134
281;Kevin Porter Jr.;LAC;24;12;6;6;15.6;103.1;97.9;5.2;27.0;1.11;19.1;3.8;14.8;9.6;17.2;41.0;43.1;28.9;99.44;8.0;387
282;Ronald Holland II;DET;19;13;5;8;15.6;107.5;113.3;-5.7;5.2;1.00;7.8;2.8;14.1;8.4;7.8;47.1;50.9;16.7;101.17;6.9;424
283;Johnny Juzang;UTA;23;8;3;5;15.6;108.4;119.2;-10.8;8.4;2.33;14.9;1.7;8.1;4.7;6.4;54.4;61.2;13.8;101.43;5.9;261
284;Jonathan Mogbo;TOR;23;12;2;10;15.6;106.5;106.4;0.1;15.2;1.91;24.1;13.3;10.9;12.2;12.6;50.0;56.5;13.7;103.00;9.7;397
285;Svi Mykhailiuk;UTA;27;1;0;1;15.5;105.9;112.1;-6.2;20.0;1.00;20.0;0.0;4.0;2.6;20.0;50.0;50.0;21.1;103.85;3.7;34
286;Jay Huff;MEM;27;12;7;5;15.4;111.2;118.0;-6.8;7.9;1.50;9.3;3.8;12.4;8.4;6.2;70.0;72.7;18.9;108.11;13.5;418
287;Patty Mills;UTA;36;9;2;7;15.3;109.3;106.4;2.9;13.4;1.63;24.5;0.7;4.5;2.7;15.1;46.8;49.5;11.6;104.90;4.4;302
288;Josh Okogie;PHX;26;4;2;2;15.3;110.2;125.8;-15.6;2.7;0.33;2.9;10.4;16.7;13.0;8.8;69.6;69.5;21.4;98.67;14.4;127
289;Ajay Mitchell;OKC;22;12;10;2;15.2;107.0;91.9;15.1;18.4;2.56;27.4;1.0;8.2;4.7;10.7;58.2;60.5;14.1;101.43;10.0;386
290;Brandon Clarke;MEM;28;11;7;4;15.1;118.2;93.0;25.2;5.1;2.33;10.8;5.3;12.7;9.3;4.6;52.0;54.6;13.9;106.01;9.4;363
291;Jonathan Isaac;ORL;27;10;5;5;14.8;88.8;97.8;-9.0;5.6;1.00;6.7;9.7;17.6;13.4;6.7;56.3;58.2;15.6;101.67;15.3;312
292;Cameron Payne;NYK;30;7;4;3;14.7;122.6;115.6;7.1;23.6;7.00;31.8;4.0;8.7;6.4;4.5;50.0;49.5;18.7;98.79;7.5;212
293;Vasilije Mici?;CHA;30;4;1;3;14.6;89.8;101.7;-11.9;11.8;0.80;11.8;6.8;13.8;10.1;14.7;19.6;22.2;20.7;97.30;-0.3;118
294;Jarace Walker;IND;21;11;5;6;14.5;107.2;108.7;-1.4;10.5;1.33;17.1;3.0;17.4;9.8;12.9;56.4;57.9;15.0;100.39;9.9;333
295;Jalen Smith;CHI;24;10;4;6;14.5;104.2;106.7;-2.5;6.5;0.86;7.3;8.3;22.2;15.2;8.5;55.6;57.5;20.4;108.89;11.1;330
296;Jamison Battle;TOR;23;11;2;9;14.4;108.5;112.1;-3.6;8.8;2.50;14.7;5.8;12.3;8.9;5.9;51.0;53.2;14.5;100.05;6.2;329
297;Damion Lee;PHX;32;2;1;1;14.3;112.1;119.3;-7.2;16.7;1.50;23.1;0.0;11.1;5.4;15.4;28.6;38.1;14.7;96.40;3.3;58
298;Daniel Theis;NOP;32;11;3;8;14.3;111.9;115.3;-3.4;12.4;1.88;23.8;4.6;20.5;12.0;12.7;47.2;50.6;12.4;99.71;7.6;328
299;Zach Collins;SAS;26;12;6;6;14.1;112.4;117.3;-4.9;21.8;2.70;29.0;8.8;15.9;12.3;10.8;55.1;60.7;16.5;100.76;9.6;355
300;Vít Krej?í;ATL;24;4;2;2;14.0;104.2;106.5;-2.2;11.1;1.00;16.0;1.7;6.2;4.1;16.0;50.0;52.7;15.7;103.78;3.0;119
